trip_id,weather_condition,bus_type,traffic_level,route_distance_km,stops_count,passenger_count,driver_experience_years,scheduled_start_hour,delay_level,trip_duration_minutes
TRIP206145,Foggy,Express,High,9.87,12,23,4.95,21,Moderate Delay,49.17
TRIP203813,,Mini Bus,Low,4.30,8,17,3.09,12,On Time,16.31
TRIP205689,Clear,Mini Bus,High,3.18,3,6,10.79,6,On Time,28.71
TRIP206993,Clear,Express,Low,4.85,10,37,6.93,16,On Time,17.46
TRIP209152,Clear,Standard,Low,15.80,15,16,2.76,20,On Time,66.89
TRIP205344,Clear,Express,High,7.08,11,14,2.61,21,Moderate Delay,40.23
TRIP208032,Clear,Express,Severe,10.26,11,16,1.84,13,Severe Delay,63.16
TRIP200495,Clear,Express,Moderate,4.22,4,41,13.19,19,Moderate Delay,19.07
TRIP206899,Clear,Standard,Moderate,12.86,14,,5.74,8,Moderate Delay,63.61
TRIP208767,Clear,Mini Bus,Low,5.62,4,25,4.03,17,On Time,40.86
TRIP203027,Rainy,Standard,Low,10.24,11,39,7.20,6,Moderate Delay,50.34
TRIP200794,Clear,Mini Bus,Low,8.63,10,21,5.03,20,On Time,37.33
TRIP205084,Clear,Standard,Low,11.63,12,27,7.95,11,On Time,44.14
TRIP202847,Rainy,Standard,High,7.75,8,37,2.64,9,Severe Delay,61.13
TRIP209794,Clear,Mini Bus,High,23.54,29,19,7.32,8,Severe Delay,161.17
TRIP205275,Clear,Standard,Moderate,17.61,18,51,8.28,20,Severe Delay,88.12
TRIP207964,Clear,Standard,High,11.81,12,26,0.54,10,Moderate Delay,70.10
TRIP208586,Clear,Mini Bus,Moderate,7.70,6,22,12.01,12,On Time,29.45
TRIP208444,Clear,Standard,Moderate,6.14,9,37,1.15,7,Severe Delay,40.54
TRIP209359,Windy,Standard,Moderate,8.80,10,35,6.70,5,Moderate Delay,31.07
TRIP200915,Clear,Mini Bus,Moderate,10.65,10,23,2.75,7,Severe Delay,53.08
TRIP202027,Windy,Standard,Moderate,7.47,6,48,7.17,7,Moderate Delay,48.38
TRIP208007,Rainy,Standard,High,12.46,13,17,4.93,15,Severe Delay,84.90
TRIP200886,Clear,Standard,Low,8.65,10,63,12.37,9,Moderate Delay,33.01
TRIP208532,Clear,Standard,High,14.17,13,33,5.52,13,Moderate Delay,75.38
TRIP209654,Clear,Mini Bus,High,11.32,11,11,10.23,6,On Time,63.33
TRIP207658,Windy,Standard,High,7.43,5,28,3.91,21,Moderate Delay,45.66
TRIP206303,Clear,Express,High,10.72,11,41,2.39,17,Severe Delay,46.19
TRIP205761,Clear,Standard,Moderate,23.96,25,33,11.74,5,Severe Delay,134.84
TRIP208341,Windy,Standard,Moderate,10.24,13,30,9.58,7,Moderate Delay,56.54
TRIP201658,Clear,Standard,High,2.86,5,51,1.37,7,Severe Delay,23.28
TRIP207908,,Mini Bus,High,8.42,5,22,4.32,14,Moderate Delay,45.06
TRIP202927,Clear,Standard,Moderate,8.70,9,47,18.00,9,On Time,42.68
TRIP200679,Rainy,Standard,Low,2.75,3,52,1.93,19,Moderate Delay,27.06
TRIP202069,Clear,Standard,Moderate,19.12,18,47,4.71,16,Severe Delay,106.36
TRIP202391,Clear,Standard,Moderate,15.10,15,44,2.01,7,Severe Delay,75.41
TRIP206694,Rainy,Standard,High,3.62,3,53,6.67,7,Severe Delay,41.42
TRIP203502,Clear,Mini Bus,Low,17.82,18,15,5.73,20,On Time,79.77
TRIP209556,Clear,Standard,Moderate,2.89,3,40,7.17,19,On Time,21.86
TRIP205171,Clear,Standard,Severe,18.52,23,41,6.92,5,Severe Delay,144.24
TRIP207330,Clear,Standard,High,5.27,5,33,4.30,23,On Time,29.89
TRIP208200,Foggy,Mini Bus,High,12.95,13,14,3.58,23,Severe Delay,86.11
TRIP206008,Windy,Mini Bus,Severe,9.80,9,14,1.65,5,Severe Delay,73.33
TRIP209027,Clear,Mini Bus,Moderate,13.69,14,12,7.88,13,On Time,57.86
TRIP206247,Rainy,Standard,Moderate,3.24,3,33,1.70,18,Severe Delay,31.00
TRIP209474,Clear,Standard,Moderate,11.32,11,59,9.31,21,Moderate Delay,53.47
TRIP207293,Clear,Mini Bus,High,18.47,17,,2.67,20,Severe Delay,111.82
TRIP204831,Windy,Standard,High,13.34,11,49,1.81,21,Severe Delay,81.94
TRIP206415,Rainy,Standard,Low,25.66,31,38,4.17,5,Moderate Delay,139.18
TRIP206858,Windy,Standard,High,9.27,9,44,5.87,14,Moderate Delay,55.61
TRIP202195,Clear,Standard,High,7.80,9,56,1.02,8,Severe Delay,56.31
TRIP203670,Foggy,Mini Bus,Moderate,11.55,14,42,11.75,7,Moderate Delay,75.69
TRIP206222,Clear,Mini Bus,Moderate,11.29,10,8,5.58,22,On Time,57.28
TRIP200341,Clear,Express,Moderate,7.19,7,22,2.36,5,On Time,16.05
TRIP208709,Rainy,Standard,Moderate,18.05,16,38,8.01,20,Moderate Delay,87.12
TRIP208761,Clear,Standard,Severe,15.36,17,35,4.13,11,Moderate Delay,115.62
TRIP202303,Rainy,Express,Moderate,14.72,14,22,0.63,17,Severe Delay,60.81
TRIP200947,Clear,Standard,High,9.04,11,46,4.19,9,Severe Delay,61.33
TRIP206364,Windy,Standard,Low,2.00,4,,,23,On Time,17.41
TRIP209301,Windy,Standard,Low,12.61,11,36,11.07,8,Moderate Delay,63.38
TRIP200968,Rainy,Standard,High,8.64,12,,1.47,17,Severe Delay,79.59
TRIP201187,Rainy,Standard,Moderate,5.97,7,56,3.46,8,Severe Delay,41.13
TRIP206889,Rainy,Standard,Moderate,10.19,10,41,1.93,7,Severe Delay,46.06
TRIP204091,Clear,Express,Severe,5.06,3,24,4.95,20,Moderate Delay,36.41
TRIP207909,Clear,Standard,Severe,18.87,22,44,6.29,7,Severe Delay,148.53
TRIP201112,Rainy,Express,Low,4.68,5,30,11.33,18,On Time,15.70
TRIP205153,Clear,Standard,Severe,8.60,10,55,4.22,16,Severe Delay,64.19
TRIP203237,Clear,Express,Severe,6.90,10,34,9.85,21,On Time,37.89
TRIP202633,Windy,Standard,Severe,9.61,11,23,5.01,14,Severe Delay,66.58
TRIP200414,Rainy,Express,High,4.84,6,36,2.32,22,Severe Delay,36.72
TRIP203975,Windy,Express,Moderate,7.61,9,28,8.41,8,Moderate Delay,28.79
TRIP200307,Rainy,Standard,Low,4.09,3,49,3.02,15,On Time,37.03
TRIP209779,Rainy,Standard,High,5.55,8,35,5.80,7,Severe Delay,51.78
TRIP203411,Foggy,Standard,High,11.10,11,55,8.86,13,Severe Delay,65.86
TRIP204103,Clear,Standard,Low,5.79,13,37,2.11,21,On Time,25.02
TRIP207935,Clear,,Low,6.94,8,33,7.19,17,On Time,24.91
TRIP209286,Clear,Standard,Moderate,15.92,20,23,3.63,5,Moderate Delay,75.18
TRIP205421,Clear,Mini Bus,Low,6.63,5,21,1.17,23,On Time,21.51
TRIP209221,Clear,Standard,High,2.86,3,42,4.22,21,On Time,15.70
TRIP208364,Clear,Standard,Low,5.39,5,57,2.90,16,Moderate Delay,32.48
TRIP201069,Rainy,Standard,Moderate,6.44,6,27,8.89,5,On Time,40.45
TRIP201775,Rainy,Express,Moderate,14.05,16,19,6.77,15,Moderate Delay,55.37
TRIP208496,Clear,Express,High,13.33,15,48,3.34,10,Severe Delay,68.79
TRIP207648,Rainy,Standard,Moderate,9.99,14,34,8.05,5,Moderate Delay,55.65
TRIP208442,Clear,Standard,High,8.49,6,33,9.86,22,On Time,42.97
TRIP206599,Rainy,Standard,Low,4.47,7,20,1.94,22,On Time,29.01
TRIP205417,Clear,Express,Low,10.05,6,29,3.24,10,On Time,19.60
TRIP207354,Clear,Standard,Low,7.48,7,45,6.48,16,On Time,40.33
TRIP207394,Foggy,Express,Moderate,4.63,3,10,0.32,11,On Time,34.58
TRIP207479,Clear,Mini Bus,Moderate,8.61,13,41,7.60,9,Moderate Delay,57.59
TRIP201869,Windy,Mini Bus,High,12.68,12,20,8.62,21,Moderate Delay,65.53
TRIP204679,Clear,Standard,Moderate,8.31,7,48,1.57,9,Severe Delay,40.65
TRIP207430,Clear,Standard,Low,6.05,11,41,2.75,12,On Time,37.93
TRIP200866,Clear,Express,Moderate,14.27,12,15,6.98,23,On Time,55.29
TRIP205906,Clear,Standard,Moderate,4.44,6,65,7.59,16,Moderate Delay,36.58
TRIP202831,Clear,Standard,Moderate,8.65,10,36,8.31,8,On Time,55.74
TRIP206130,Rainy,Standard,Moderate,13.22,14,19,1.38,13,Moderate Delay,69.63
TRIP206561,Rainy,Express,High,18.22,16,30,2.52,8,Severe Delay,118.51
TRIP200613,Rainy,Mini Bus,High,7.90,11,,1.21,6,Severe Delay,60.31
TRIP200772,Windy,Standard,Severe,11.08,12,34,17.89,23,Moderate Delay,88.68
TRIP202948,Windy,Standard,Moderate,8.61,7,55,3.54,16,Severe Delay,48.04
TRIP202743,Windy,Standard,High,13.18,14,37,1.78,13,Severe Delay,79.63
TRIP209595,Clear,Standard,High,5.74,8,41,3.35,14,On Time,25.41
TRIP209448,Clear,Express,High,5.94,8,29,8.40,17,Severe Delay,39.41
TRIP204088,Foggy,Standard,High,5.57,6,26,6.48,23,Moderate Delay,45.35
TRIP204333,Clear,Standard,Severe,4.87,6,41,,16,Moderate Delay,37.68
TRIP206579,Clear,Mini Bus,High,7.86,10,18,4.77,9,Severe Delay,45.91
TRIP201401,Windy,Standard,Severe,9.15,13,29,11.37,21,Moderate Delay,78.65
TRIP207566,Clear,Standard,Moderate,8.36,4,28,11.06,21,On Time,28.83
TRIP203689,Foggy,Standard,High,23.85,23,42,2.00,14,Severe Delay,164.31
TRIP209279,Clear,Mini Bus,Moderate,13.43,15,18,3.99,14,On Time,60.43
TRIP206353,,Standard,Severe,7.17,4,49,4.37,5,Moderate Delay,62.97
TRIP206935,Rainy,Standard,High,9.97,9,33,0.77,18,Severe Delay,77.27
TRIP208805,Clear,Express,Moderate,19.99,21,26,7.86,21,On Time,90.98
TRIP207495,Rainy,Standard,Severe,2.56,5,30,6.50,7,Severe Delay,39.44
TRIP206372,Clear,Standard,Low,13.02,11,23,6.79,10,On Time,57.97
TRIP200818,Clear,Express,Moderate,5.23,6,35,12.63,9,On Time,26.45
TRIP207312,Rainy,Standard,High,17.69,20,24,2.17,20,Severe Delay,112.44
TRIP204668,Clear,Standard,Moderate,6.64,8,38,5.13,14,On Time,30.15
TRIP205115,,Mini Bus,High,9.06,12,21,3.01,8,Moderate Delay,59.92
TRIP209139,Clear,Standard,High,3.37,3,34,12.06,12,On Time,23.93
TRIP201818,Clear,Standard,Moderate,6.81,8,39,0.64,16,Severe Delay,47.85
TRIP206555,Rainy,Standard,Moderate,11.43,10,30,4.39,22,On Time,56.48
TRIP203434,Rainy,Mini Bus,Moderate,19.06,24,8,12.67,14,Moderate Delay,96.84
TRIP209541,Clear,Standard,Moderate,7.73,10,41,6.54,20,On Time,35.80
TRIP203365,Clear,Standard,Moderate,9.43,13,28,1.27,10,On Time,45.31
TRIP205219,Clear,Mini Bus,Moderate,10.41,10,13,1.54,21,On Time,52.04
TRIP206351,Clear,Standard,Moderate,11.00,11,27,5.65,14,On Time,44.80
TRIP203438,Clear,Standard,High,12.91,13,46,4.19,10,Moderate Delay,75.24
TRIP207381,Rainy,,Low,10.51,14,36,4.28,17,Moderate Delay,43.49
TRIP204287,Windy,Standard,Low,16.81,17,37,2.78,8,Severe Delay,83.21
TRIP200281,Foggy,Standard,Low,9.03,6,36,4.30,13,On Time,42.83
TRIP206872,Clear,Mini Bus,Moderate,2.55,3,7,6.41,15,On Time,16.42
TRIP209765,,Mini Bus,High,13.20,14,23,3.57,23,Moderate Delay,88.19
TRIP200419,Rainy,Express,High,14.73,17,17,15.08,6,Severe Delay,92.00
TRIP208094,Clear,Standard,High,8.44,8,25,3.50,20,Moderate Delay,55.85
TRIP200723,Clear,Mini Bus,Severe,12.21,14,16,9.43,19,Severe Delay,99.59
TRIP207831,Windy,Mini Bus,Moderate,14.40,16,27,8.82,12,On Time,68.82
TRIP204404,Windy,Mini Bus,Low,7.22,8,22,11.53,18,Moderate Delay,46.76
TRIP206575,Rainy,Standard,Severe,7.37,12,17,13.14,23,Moderate Delay,67.93
TRIP205470,Foggy,Standard,Moderate,3.78,4,31,4.67,12,On Time,35.80
TRIP200539,Foggy,Standard,High,12.14,10,31,5.74,21,Moderate Delay,69.22
TRIP202465,Clear,Standard,Moderate,18.51,23,45,11.01,8,Severe Delay,104.40
TRIP201232,,Standard,Moderate,30.55,27,15,11.25,14,Moderate Delay,180.00
TRIP208078,Clear,Standard,Moderate,5.51,3,41,9.53,23,On Time,21.47
TRIP201399,Rainy,Standard,Low,14.37,17,39,1.41,5,Severe Delay,64.53
TRIP202873,Windy,Mini Bus,Moderate,6.86,5,9,7.25,6,On Time,38.04
TRIP209531,Clear,Standard,Moderate,13.00,12,24,3.28,20,On Time,61.48
TRIP209385,Rainy,Standard,Low,15.03,15,44,3.80,10,Moderate Delay,65.65
TRIP202878,Clear,Express,Low,10.50,12,21,8.98,10,On Time,30.68
TRIP204097,Clear,Standard,Moderate,10.08,10,52,4.70,7,Severe Delay,47.40
TRIP200806,Windy,Mini Bus,High,6.94,7,19,6.31,21,Moderate Delay,35.59
TRIP206332,Rainy,Express,Moderate,6.92,11,27,4.10,11,On Time,26.68
TRIP201067,Windy,Standard,High,3.18,3,51,2.35,9,Severe Delay,29.02
TRIP201627,Rainy,Standard,High,5.08,3,57,8.85,7,Severe Delay,56.50
TRIP206455,Rainy,Standard,High,3.89,7,43,11.00,19,Severe Delay,49.54
TRIP200440,Clear,Express,Low,7.03,6,33,6.41,5,On Time,16.22
TRIP209592,Windy,Mini Bus,Moderate,8.24,13,3,3.27,6,On Time,29.03
TRIP209523,,Standard,Severe,14.00,11,41,,18,Severe Delay,119.49
TRIP200398,Rainy,Express,Moderate,6.42,11,28,4.29,10,Moderate Delay,35.55
TRIP208815,Clear,Standard,Moderate,15.17,15,46,4.58,9,Severe Delay,70.85
TRIP203603,Clear,Standard,Moderate,9.69,11,39,1.22,5,Moderate Delay,54.95
TRIP205155,Clear,Mini Bus,Severe,6.59,5,28,2.90,10,Moderate Delay,63.17
TRIP202850,Windy,Mini Bus,High,16.21,18,16,17.04,11,Moderate Delay,98.40
TRIP205148,Clear,Standard,High,13.81,15,35,18.00,7,Moderate Delay,79.97
TRIP204899,Clear,Standard,High,6.44,6,39,4.54,19,Severe Delay,43.97
TRIP201569,Clear,Standard,High,18.60,22,31,12.68,13,Moderate Delay,119.39
TRIP203306,Clear,Standard,Moderate,5.08,7,11,6.31,10,On Time,28.02
TRIP207193,Clear,Standard,Moderate,,13,42,3.66,7,Severe Delay,66.77
TRIP208321,Windy,Standard,Severe,8.29,10,38,2.80,19,Severe Delay,70.37
TRIP202864,Rainy,Mini Bus,Low,5.57,4,37,3.15,7,On Time,47.31
TRIP208935,Rainy,Standard,High,10.41,12,30,12.62,20,Severe Delay,69.04
TRIP201883,Rainy,Standard,High,12.89,12,35,2.96,15,Severe Delay,87.85
TRIP202619,Clear,Express,High,15.41,17,32,18.00,14,Moderate Delay,79.40
TRIP204189,Clear,Standard,High,8.46,10,37,8.87,16,Moderate Delay,52.49
TRIP201021,Clear,Standard,Severe,8.50,8,53,9.94,12,Moderate Delay,55.69
TRIP201247,Rainy,Express,Moderate,14.61,16,21,4.42,5,Moderate Delay,61.44
TRIP203462,Clear,Mini Bus,Moderate,6.55,10,30,7.66,19,Moderate Delay,41.74
TRIP208766,Clear,Express,Low,4.78,4,25,2.95,21,On Time,12.00
TRIP203664,Clear,Express,Moderate,10.26,12,52,1.46,17,Severe Delay,38.36
TRIP203219,Foggy,Mini Bus,Low,10.79,7,18,6.78,9,Moderate Delay,48.90
TRIP209200,Clear,Mini Bus,Moderate,8.94,12,39,13.44,8,On Time,41.89
TRIP207782,Clear,Standard,Moderate,11.49,9,19,0.26,21,On Time,49.57
TRIP205498,Clear,Standard,Moderate,18.17,20,29,4.50,10,Moderate Delay,94.08
TRIP209628,Clear,Standard,Low,7.56,8,53,3.01,9,On Time,36.32
TRIP203557,Windy,Standard,Severe,9.92,14,12,6.28,5,Severe Delay,72.87
TRIP209726,Clear,Standard,Moderate,8.06,8,47,1.67,19,Severe Delay,44.53
TRIP206480,Clear,Standard,Moderate,14.39,13,27,9.69,20,On Time,62.44
TRIP208366,Clear,Standard,Moderate,4.60,3,39,2.17,8,Moderate Delay,37.26
TRIP201745,Rainy,Mini Bus,High,13.12,14,25,3.09,14,Severe Delay,98.49
TRIP203977,Clear,Mini Bus,Low,9.90,13,10,8.18,23,On Time,30.69
TRIP208339,Clear,Standard,Severe,5.50,9,19,2.68,14,Moderate Delay,46.06
TRIP206216,,Mini Bus,Moderate,12.64,11,30,5.16,23,Moderate Delay,66.19
TRIP200801,Windy,Mini Bus,Severe,3.03,6,16,1.63,6,Severe Delay,38.58
TRIP205487,Clear,Standard,Severe,7.22,6,30,1.88,10,Moderate Delay,57.25
TRIP202492,Clear,Standard,Low,7.49,4,36,2.98,21,On Time,17.67
TRIP202672,Clear,Standard,Moderate,7.18,5,28,2.17,5,Moderate Delay,30.67
TRIP209714,Foggy,Standard,High,12.31,17,39,15.05,18,Severe Delay,90.92
TRIP203969,Rainy,Mini Bus,Severe,12.17,10,6,7.21,20,Severe Delay,104.44
TRIP200402,Foggy,Standard,Moderate,,9,33,2.84,15,Moderate Delay,36.31
TRIP208097,Clear,Standard,Moderate,11.31,9,39,6.06,8,Severe Delay,63.86
TRIP209161,Clear,Standard,Severe,13.39,16,,4.62,14,Moderate Delay,99.58
TRIP201483,Clear,Standard,High,2.31,3,60,7.87,19,Moderate Delay,19.85
TRIP209614,Rainy,Standard,Low,10.66,15,32,18.00,12,On Time,49.62
TRIP206781,Clear,Mini Bus,Moderate,7.65,11,14,9.63,23,On Time,49.82
TRIP204982,Rainy,Standard,Moderate,21.09,24,37,7.97,13,Severe Delay,119.63
TRIP207205,Windy,Mini Bus,Moderate,16.20,16,4,0.58,22,Severe Delay,80.38
TRIP207886,Clear,Express,Low,9.15,9,23,6.01,20,On Time,25.97
TRIP203546,Clear,Express,Moderate,7.98,6,34,1.38,19,Moderate Delay,32.69
TRIP200392,Windy,Mini Bus,Moderate,9.36,10,26,16.74,13,On Time,39.68
TRIP207509,Clear,Express,Low,10.84,9,26,1.75,21,On Time,26.31
TRIP200768,Windy,Mini Bus,High,8.60,10,39,5.17,11,Moderate Delay,58.47
TRIP203431,Rainy,Standard,Moderate,12.14,10,61,8.81,16,Severe Delay,66.82
TRIP200833,Clear,Standard,Moderate,15.82,17,47,4.56,23,Severe Delay,75.71
TRIP202180,Clear,Mini Bus,Moderate,,32,18,18.00,17,Severe Delay,160.93
TRIP205627,Clear,Express,Moderate,10.98,12,5,4.60,23,On Time,35.16
TRIP200129,Windy,Standard,High,16.33,20,35,3.71,14,Moderate Delay,110.42
TRIP203673,Clear,Express,Low,11.86,13,19,3.36,12,On Time,32.28
TRIP201777,Rainy,Standard,Moderate,18.37,21,46,1.17,17,Severe Delay,104.18
TRIP204106,Rainy,Standard,Low,5.10,3,22,1.88,11,Moderate Delay,21.16
TRIP205476,Windy,Mini Bus,High,6.54,7,9,3.11,13,Moderate Delay,47.72
TRIP201638,Clear,Express,High,5.29,3,24,6.74,17,Moderate Delay,21.18
TRIP202005,Clear,Express,High,15.32,15,40,14.06,7,Moderate Delay,82.38
TRIP208356,Clear,Standard,High,14.72,17,35,13.20,9,Severe Delay,88.63
TRIP204845,Clear,Standard,Low,4.74,4,36,1.91,5,On Time,26.75
TRIP204073,Rainy,Standard,High,,3,58,11.32,23,Severe Delay,38.48
TRIP200671,Clear,Standard,Moderate,8.46,8,38,2.51,18,Moderate Delay,45.66
TRIP201976,Clear,Mini Bus,High,8.65,8,39,1.40,8,Severe Delay,49.13
TRIP205522,Clear,Standard,Moderate,17.13,17,36,1.91,13,Moderate Delay,69.00
TRIP206561,Rainy,Express,High,18.22,16,30,2.52,8,Severe Delay,118.51
TRIP205224,Rainy,,Low,16.49,19,29,2.18,5,Moderate Delay,82.50
TRIP209278,Clear,Express,High,14.46,15,10,8.47,11,On Time,74.89
TRIP201939,Windy,Express,Moderate,10.73,10,21,0.82,13,On Time,32.43
TRIP209755,Clear,Standard,High,7.01,9,56,,17,Severe Delay,40.77
TRIP205011,Foggy,Standard,Moderate,13.04,17,45,5.76,9,Severe Delay,79.18
TRIP204380,Rainy,Mini Bus,Moderate,9.71,11,29,6.35,18,Moderate Delay,50.96
TRIP208125,Rainy,Express,High,15.65,17,42,8.29,7,Severe Delay,102.49
TRIP201184,Rainy,,Moderate,19.15,21,39,9.63,17,Severe Delay,107.98
TRIP202320,Clear,Standard,Moderate,5.15,3,39,9.22,16,Moderate Delay,30.19
TRIP202749,Clear,Express,High,10.97,12,11,3.41,5,On Time,54.61
TRIP203698,Clear,Standard,Moderate,3.19,5,50,3.06,9,Moderate Delay,32.08
TRIP208860,Foggy,Express,High,13.23,15,6,6.80,6,Moderate Delay,75.76
TRIP205726,Rainy,Standard,High,12.33,19,27,5.72,6,Severe Delay,94.17
TRIP200397,Clear,Standard,Moderate,10.13,11,48,14.16,11,Moderate Delay,46.05
TRIP207942,,Mini Bus,Low,21.94,21,16,5.54,11,Moderate Delay,99.61
TRIP205434,Foggy,Standard,Moderate,8.41,7,31,,11,On Time,48.97
TRIP205728,Clear,Mini Bus,Moderate,5.78,5,6,8.34,12,On Time,29.67
TRIP204365,Rainy,Express,Moderate,5.42,10,18,2.17,14,On Time,22.77
TRIP207008,Clear,Express,Moderate,10.72,9,19,3.69,18,On Time,42.75
TRIP204051,Windy,Mini Bus,Low,10.44,9,23,10.58,19,Moderate Delay,52.36
TRIP207629,Rainy,Mini Bus,Moderate,9.96,10,10,3.87,20,Moderate Delay,47.75
TRIP200988,Clear,Standard,Low,14.18,10,38,0.93,12,On Time,64.06
TRIP203175,Rainy,Express,Low,13.28,12,42,17.54,14,On Time,37.87
TRIP205877,Foggy,Standard,Low,13.33,13,51,6.84,19,Severe Delay,64.33
TRIP206898,Rainy,Standard,Moderate,2.73,6,38,7.13,17,Moderate Delay,32.13
TRIP204325,Clear,Standard,Moderate,12.88,16,52,13.89,9,Severe Delay,64.63
TRIP206953,Rainy,Mini Bus,Moderate,17.68,17,10,6.83,13,Moderate Delay,93.01
TRIP202462,Clear,Express,Low,6.07,7,30,7.19,22,On Time,18.05
TRIP200411,Rainy,Mini Bus,High,12.14,17,11,8.54,6,Severe Delay,82.88
TRIP203645,,Express,Low,3.49,6,42,8.05,19,On Time,18.17
TRIP206553,Clear,Mini Bus,High,8.49,9,8,11.36,21,On Time,39.50
TRIP204451,Windy,Express,Moderate,10.93,13,17,12.62,22,On Time,35.48
TRIP207564,Clear,Standard,Moderate,16.99,19,56,3.32,17,Severe Delay,89.70
TRIP202837,Rainy,Standard,Moderate,4.18,6,27,8.52,6,On Time,28.72
TRIP204883,Foggy,Standard,Moderate,6.25,9,29,6.03,16,Severe Delay,51.20
TRIP203699,Clear,Express,Moderate,7.10,6,20,10.39,20,On Time,14.19
TRIP203609,Windy,Mini Bus,Moderate,12.68,14,10,0.73,15,Moderate Delay,66.67
TRIP203122,Clear,Standard,High,4.66,6,,12.66,8,Moderate Delay,33.48
TRIP208839,Foggy,Standard,Moderate,5.91,6,34,1.20,23,Moderate Delay,44.35
TRIP205119,Clear,Standard,High,5.45,6,28,8.15,11,On Time,33.04
TRIP208342,Rainy,Standard,Low,11.52,14,44,8.94,9,Moderate Delay,57.90
TRIP200955,Clear,Standard,Moderate,6.07,3,20,5.45,20,On Time,31.65
TRIP205987,Clear,Standard,Moderate,18.16,19,41,3.77,22,On Time,98.51
TRIP205794,Clear,Standard,Severe,7.28,9,34,6.44,15,Moderate Delay,53.32
TRIP209262,Clear,Standard,Severe,6.45,11,43,8.37,10,Moderate Delay,57.09
TRIP204422,Clear,Standard,Severe,8.44,6,37,7.69,9,Severe Delay,67.54
TRIP206330,Clear,Standard,High,4.50,3,24,5.59,6,On Time,34.00
TRIP203088,Clear,Standard,High,10.27,13,47,3.23,23,Severe Delay,61.54
TRIP205968,Rainy,Mini Bus,Moderate,9.68,9,10,4.97,21,On Time,48.32
TRIP200740,Windy,Express,Moderate,6.27,7,50,2.25,17,Severe Delay,28.37
TRIP205584,Clear,Standard,Moderate,16.84,15,39,6.75,23,On Time,66.23
TRIP206583,Rainy,Express,Low,4.79,8,20,4.97,11,On Time,23.61
TRIP205212,Rainy,Mini Bus,Severe,9.60,11,12,12.40,16,Severe Delay,86.17
TRIP203888,Clear,Standard,High,4.21,8,32,4.66,11,On Time,33.73
TRIP201234,Clear,Mini Bus,Moderate,13.44,16,23,6.02,14,Moderate Delay,67.27
TRIP205298,Clear,Express,Moderate,11.90,13,19,5.99,19,Moderate Delay,57.59
TRIP202277,,Standard,High,8.46,6,32,4.24,13,Moderate Delay,46.01
TRIP204539,Clear,Express,High,9.48,10,15,2.82,22,Moderate Delay,40.22
TRIP203124,Clear,Mini Bus,Severe,12.49,14,19,2.26,14,Severe Delay,94.71
TRIP208418,Windy,Mini Bus,Moderate,8.14,10,3,4.30,14,On Time,39.88
TRIP201876,Clear,Standard,Moderate,5.84,6,37,2.83,19,Moderate Delay,34.62
TRIP201853,Clear,Mini Bus,Low,14.26,14,41,7.16,9,Moderate Delay,62.12
TRIP208914,Clear,Standard,High,6.08,8,31,3.76,23,Moderate Delay,29.82
TRIP206721,Rainy,Standard,Moderate,4.38,5,34,5.13,15,Moderate Delay,22.42
TRIP203298,Clear,Mini Bus,High,7.68,7,22,3.80,15,Moderate Delay,55.34
TRIP201667,,Standard,Low,8.33,9,52,4.08,17,Moderate Delay,49.21
TRIP203576,Clear,Standard,High,19.84,20,36,9.81,15,Severe Delay,123.17
TRIP204833,Clear,Standard,Moderate,6.22,9,28,3.15,10,On Time,36.14
TRIP202290,Clear,Standard,Severe,7.19,7,26,2.79,14,Moderate Delay,51.99
TRIP200516,Clear,,High,6.99,5,21,5.84,17,Moderate Delay,39.04
TRIP201198,Windy,Express,High,11.43,13,30,12.93,17,Moderate Delay,60.64
TRIP208170,Clear,Express,Low,5.47,7,20,0.37,11,On Time,24.92
TRIP205950,Windy,Mini Bus,Moderate,6.44,3,15,4.93,15,On Time,30.43
TRIP202659,Clear,Express,Severe,5.95,4,14,3.74,12,Moderate Delay,33.21
TRIP201504,Clear,Standard,High,5.19,5,50,2.66,17,Severe Delay,36.01
TRIP204177,Rainy,Standard,Low,8.57,11,30,2.33,10,On Time,46.98
TRIP201325,Clear,Standard,High,8.55,10,28,5.46,12,Moderate Delay,54.38
TRIP203857,Clear,Mini Bus,Moderate,11.06,13,20,4.47,12,On Time,54.35
TRIP207847,Rainy,Express,Moderate,10.15,16,20,5.63,20,On Time,40.87
TRIP209188,Clear,Express,Low,7.61,6,38,7.63,15,On Time,14.07
TRIP207953,Clear,Mini Bus,High,12.83,11,9,6.66,20,Moderate Delay,71.67
TRIP201553,Rainy,Standard,Low,13.06,16,34,10.62,7,Moderate Delay,61.19
TRIP204827,Clear,Express,Low,6.25,5,25,1.59,5,On Time,12.00
TRIP207420,Clear,Standard,Moderate,7.42,6,26,4.64,10,On Time,29.76
TRIP205985,Rainy,Standard,Severe,7.66,5,,11.38,19,Severe Delay,70.19
TRIP204213,Windy,Standard,Moderate,7.79,12,19,1.00,6,On Time,49.85
TRIP200213,Windy,Standard,High,16.05,16,63,6.69,16,Severe Delay,104.38
TRIP204187,Foggy,Standard,High,5.99,6,29,2.83,6,Moderate Delay,41.19
TRIP207809,Windy,Express,Moderate,9.81,12,28,4.58,9,On Time,40.99
TRIP204894,Windy,Standard,High,15.73,14,36,18.00,21,Moderate Delay,89.97
